date,sales_1,sales_2,sales_3,sales_4,sales_5,sales_6,sales_7,sales_8,sales_9,sales_10,sales_11,sales_12,sales_13,sales_14,sales_15,sales_16,sales_17,sales_18,sales_19,sales_20,sales_21,sales_22,sales_23,sales_24,sales_25,sales_26,sales_27,sales_28,sales_29,sales_30,sales_31,sales_32,sales_33,sales_34,sales_35,sales_36,sales_37,sales_38,sales_39,sales_40,sales_41,sales_42,sales_43,sales_44,sales_45,sales_46,sales_47,sales_48,sales_49,sales_50
1/18/2016,7,30,22,7,8,24,21,39,16,50,33,36,42,44,44,9,10,59,30,18,20,33,13,44,34,24,9,48,39,17,35,18,25,17,34,45,17,45,22,16,8,25,25,14,46,27,12,37,14,34
1/19/2016,17,23,21,17,13,39,41,43,44,41,40,37,42,37,55,15,26,48,19,30,23,34,17,34,41,35,6,41,47,28,32,18,46,11,44,36,18,49,22,22,10,12,28,29,59,40,13,32,21,33
1/20/2016,13,41,20,14,18,36,44,45,27,40,32,26,52,42,61,12,27,49,27,28,30,42,20,50,39,28,13,57,44,27,39,26,50,13,49,47,23,55,23,23,17,20,21,15,58,32,15,31,15,34
1/21/2016,12,48,22,13,15,38,42,47,32,44,49,44,62,35,73,12,27,57,35,37,29,45,17,39,54,36,16,56,42,26,36,35,37,12,40,54,22,47,30,26,20,27,21,13,41,44,17,35,19,43
1/22/2016,15,48,29,17,13,41,44,53,35,49,44,45,62,38,46,15,21,60,31,29,23,65,21,48,53,41,17,47,42,25,60,34,53,21,57,67,29,65,29,15,14,24,35,19,62,39,11,36,23,41
1/23/2016,23,48,32,10,16,52,40,59,40,52,49,38,61,39,87,17,27,51,39,27,28,56,16,47,56,35,17,71,55,32,46,31,52,24,45,64,27,48,24,23,17,27,34,26,42,36,16,32,30,43
1/24/2016,21,48,31,25,14,43,48,49,44,45,59,63,59,42,75,20,28,64,41,34,24,58,23,53,65,35,19,69,56,31,46,36,63,23,57,71,25,65,47,27,11,24,32,25,60,41,14,39,24,55
1/25/2016,15,38,21,11,11,32,28,41,20,30,29,35,50,40,43,11,25,39,19,18,25,31,12,41,47,21,9,44,39,16,23,16,35,14,39,40,17,45,19,13,7,15,18,21,26,33,9,22,15,23
1/26/2016,18,38,18,12,18,47,41,46,42,34,44,39,63,40,58,15,22,48,35,30,33,36,15,44,50,22,9,51,46,25,26,29,46,12,43,54,18,52,33,28,13,25,26,15,48,40,18,41,26,42
1/27/2016,14,31,21,12,15,31,41,44,32,53,44,50,45,34,57,12,17,46,21,22,32,59,18,36,56,26,9,53,44,18,25,26,50,12,46,50,21,56,19,16,13,30,32,22,62,35,10,27,14,42
1/28/2016,17,35,22,15,13,45,29,46,31,46,59,44,63,44,47,14,18,53,34,32,24,38,18,44,56,18,12,50,50,28,45,28,49,17,44,45,18,45,33,20,11,28,29,14,54,46,13,33,14,39
1/29/2016,16,40,26,19,13,38,49,55,37,61,48,50,64,54,67,21,25,55,22,30,31,46,22,56,55,36,15,64,42,27,41,31,45,14,42,52,14,80,25,16,16,26,34,18,60,51,15,33,15,51
1/30/2016,14,42,27,19,16,45,56,62,40,62,59,42,68,39,67,20,20,62,36,31,25,58,16,46,55,38,16,74,58,20,30,37,53,21,47,69,22,60,23,22,26,22,34,33,55,50,12,35,24,41
1/31/2016,14,44,31,17,14,56,48,62,39,61,63,56,80,36,82,32,19,55,28,36,26,64,27,61,50,39,13,74,47,34,46,43,51,16,53,55,28,64,46,17,22,36,36,25,70,43,14,41,22,53
2/1/2016,16,53,14,10,16,35,36,41,36,36,40,38,56,41,39,11,22,60,30,33,19,48,18,45,38,27,14,65,41,29,28,28,38,22,40,50,17,51,17,14,10,17,35,21,46,32,9,25,17,38
2/2/2016,16,34,28,14,17,39,39,49,36,40,51,43,41,41,61,28,18,61,22,31,36,61,23,44,58,30,23,56,43,27,48,28,47,16,52,44,22,51,20,22,10,23,50,15,55,32,12,30,26,49
2/3/2016,19,52,26,20,12,43,43,57,34,50,44,32,52,35,54,23,21,66,39,35,19,56,26,50,44,26,16,49,53,34,32,31,27,19,47,57,17,50,30,20,10,23,37,15,43,34,16,41,21,35
2/4/2016,9,45,27,20,14,40,42,59,33,43,50,61,44,47,65,21,25,53,34,28,18,66,21,58,52,39,14,59,60,25,39,18,58,25,45,50,18,79,36,22,20,28,39,26,54,50,19,36,23,50
2/5/2016,14,49,32,10,16,53,39,63,42,64,50,54,81,47,78,13,34,68,23,29,27,66,27,63,66,40,22,67,60,34,41,35,40,24,54,68,30,57,30,26,20,30,37,21,55,43,26,45,19,58
2/6/2016,14,48,34,21,19,59,56,72,51,72,58,51,67,53,69,17,27,72,37,31,41,64,38,51,88,35,21,86,60,41,47,40,57,21,52,59,23,64,35,20,27,31,42,19,76,52,15,29,22,55
2/7/2016,18,55,33,17,14,47,46,75,47,56,55,65,83,50,71,22,22,78,38,36,36,74,20,43,81,48,22,76,66,39,57,34,52,23,52,67,20,72,30,20,28,33,45,17,71,40,19,35,25,70
2/8/2016,12,30,22,15,6,26,26,43,25,34,41,38,52,50,50,17,14,53,14,30,25,34,18,39,42,23,13,62,45,32,43,39,40,17,35,41,16,39,26,16,11,15,34,16,44,34,15,29,18,46
2/9/2016,14,45,35,12,18,49,43,48,36,39,53,35,47,45,60,19,22,59,18,25,29,55,20,45,57,42,17,55,52,29,41,26,42,17,51,64,22,65,33,18,12,22,45,20,54,47,13,25,20,56
2/10/2016,16,41,33,25,15,43,45,36,27,36,47,56,64,42,54,12,16,67,35,40,26,73,18,43,51,37,13,54,37,30,37,24,49,18,47,50,15,57,35,19,16,20,35,21,66,40,17,40,19,49
2/11/2016,14,52,27,24,18,40,42,53,48,57,58,44,66,44,78,17,21,68,30,47,26,74,17,48,52,33,21,60,55,19,44,31,45,17,36,49,27,67,31,30,18,31,35,26,57,39,12,48,19,51
2/12/2016,15,46,24,13,12,46,43,60,42,71,52,60,68,60,78,20,24,69,33,36,24,77,23,59,53,49,17,64,48,35,52,29,49,21,45,65,25,61,32,18,17,30,26,22,79,33,20,33,30,48
2/13/2016,10,44,33,17,15,60,47,74,42,65,60,58,67,54,67,20,23,78,27,36,32,65,28,47,67,39,20,72,61,34,51,29,61,19,70,55,19,67,46,20,10,21,45,28,67,37,18,38,26,52
2/14/2016,23,44,30,21,12,54,45,73,44,70,63,71,78,44,71,25,31,69,32,48,38,82,16,51,80,47,17,73,63,39,54,43,65,20,50,71,25,66,31,21,16,30,38,22,65,37,15,50,21,66
2/15/2016,8,33,18,11,11,43,49,31,40,48,38,33,64,34,49,17,24,38,26,22,20,52,13,42,42,26,6,34,32,23,43,22,41,10,30,48,14,48,40,26,19,26,29,14,53,36,13,27,21,35
2/16/2016,19,39,30,8,13,42,37,63,34,50,54,50,73,55,61,28,32,40,37,21,32,45,14,44,52,40,10,45,40,27,42,30,40,20,41,42,21,55,33,13,15,27,43,16,51,42,13,37,24,41
2/17/2016,29,45,22,11,15,36,39,57,37,56,52,44,55,33,73,15,20,67,30,26,19,63,29,41,47,37,15,48,50,24,44,33,34,17,50,42,32,62,30,17,19,24,29,20,66,30,13,36,20,47
2/18/2016,17,56,25,15,17,48,42,68,45,63,45,42,58,33,58,9,20,60,21,27,35,73,28,56,70,27,16,49,57,29,45,37,52,21,57,54,15,60,31,31,15,26,44,18,52,46,16,38,21,42
2/19/2016,18,46,27,24,13,40,38,69,44,58,49,53,68,44,84,25,25,60,30,43,30,70,24,37,59,34,22,73,42,38,44,40,45,23,53,73,19,61,30,22,13,31,44,25,51,52,18,41,19,49
2/20/2016,18,43,27,26,21,63,57,55,37,58,45,51,87,43,94,16,26,68,40,40,37,63,30,49,65,34,20,80,51,34,48,36,57,22,52,57,25,61,41,26,21,29,33,28,67,45,18,53,22,49
2/21/2016,21,49,37,28,18,60,40,78,50,68,58,59,75,47,90,18,24,69,29,57,36,59,15,66,83,35,22,79,58,36,61,45,73,19,49,75,32,63,43,20,28,22,39,31,79,54,23,45,29,58
2/22/2016,16,41,27,13,9,37,35,43,34,55,42,33,47,39,59,14,26,41,30,36,18,50,15,42,46,29,11,61,46,23,30,31,43,14,40,44,14,47,27,20,9,25,28,25,44,31,12,22,16,40
2/23/2016,16,44,28,20,14,31,26,44,43,46,47,52,60,35,78,18,18,54,19,32,36,72,21,45,55,30,13,56,40,28,32,30,60,17,50,53,13,50,31,24,13,32,38,23,63,48,18,44,13,41
2/24/2016,10,28,32,14,11,35,40,66,37,51,53,49,76,36,60,19,20,66,23,25,28,60,24,36,55,24,21,55,59,33,36,33,60,19,43,41,21,45,28,19,18,29,32,14,50,46,19,25,21,53
2/25/2016,12,48,20,15,10,43,44,59,36,40,55,43,51,43,65,20,18,77,31,41,29,53,22,54,57,39,13,83,63,31,41,27,45,17,39,54,19,56,25,21,22,33,37,23,63,42,22,35,21,41
2/26/2016,9,41,27,26,13,40,49,54,42,51,55,54,67,60,63,24,29,89,23,39,32,63,25,50,72,32,19,65,57,38,41,36,49,19,53,69,16,61,35,21,17,27,48,18,61,49,18,50,22,53
2/27/2016,21,43,21,16,16,58,51,68,44,67,49,48,62,50,69,18,26,61,31,45,25,78,28,52,79,41,19,77,57,31,49,27,51,17,55,62,31,60,32,31,20,20,50,20,72,64,18,31,20,55
2/28/2016,12,41,32,14,20,52,52,71,43,63,63,71,66,49,71,16,24,80,28,47,33,67,25,61,66,38,28,69,63,41,42,38,72,25,59,75,17,62,44,25,22,30,38,28,68,61,9,48,29,67
2/29/2016,14,35,20,11,12,40,37,44,37,65,37,47,48,30,47,7,20,48,21,22,23,48,12,35,47,28,8,47,38,17,30,25,44,8,34,45,15,34,19,16,8,25,36,16,49,25,16,34,14,41
3/1/2016,16,57,32,16,19,53,44,64,26,68,53,46,72,45,79,23,23,68,28,48,30,68,30,55,78,40,14,77,54,40,42,50,60,18,52,58,21,55,40,22,16,28,41,26,58,47,16,42,19,54
3/2/2016,17,45,22,21,19,54,51,54,37,76,65,70,60,49,68,22,24,66,26,48,25,55,26,66,48,45,23,67,68,36,43,24,55,22,44,56,28,64,40,31,14,17,36,26,73,58,23,59,18,58
3/3/2016,20,58,40,15,19,53,48,61,49,61,51,62,71,53,78,17,27,65,24,54,43,69,24,66,70,45,23,92,63,41,50,39,74,23,53,64,24,68,48,29,18,36,38,31,48,45,21,57,24,65
3/4/2016,17,61,36,20,13,74,74,54,56,68,68,73,79,35,90,29,30,59,36,41,44,81,18,67,84,39,24,82,54,34,53,33,59,22,62,71,22,80,49,31,25,37,54,22,84,61,22,43,22,61
3/5/2016,17,71,43,20,22,73,54,88,42,65,77,71,61,59,92,27,23,76,48,50,44,83,31,70,79,45,18,102,57,36,52,47,62,23,65,83,35,80,42,32,22,39,53,25,79,48,31,55,27,73
3/6/2016,22,66,35,23,22,75,71,77,53,66,80,69,82,48,91,25,34,77,45,49,38,90,29,59,93,51,20,91,88,47,66,43,78,20,63,80,38,94,42,30,14,30,44,31,83,51,31,52,19,80
3/7/2016,17,44,26,16,13,51,34,50,31,60,46,48,54,44,74,13,22,62,34,22,33,65,16,46,55,40,22,70,42,24,39,38,53,19,35,42,21,65,28,17,11,30,37,20,52,35,23,34,18,41
3/8/2016,9,35,34,18,13,51,48,66,38,51,49,56,71,52,65,25,36,71,33,46,32,71,12,48,68,49,16,85,43,26,38,50,65,25,50,60,30,75,52,14,16,37,32,29,68,42,23,32,21,58
3/9/2016,18,54,38,17,20,48,51,58,44,72,56,55,60,45,55,19,29,71,38,43,31,62,18,57,80,45,9,66,52,29,50,36,72,28,65,60,27,79,34,17,18,30,39,22,65,37,16,35,18,62
3/10/2016,15,42,46,24,17,46,48,68,46,68,61,76,81,39,64,28,27,68,39,35,27,81,25,52,78,44,14,79,68,40,48,40,56,25,61,83,27,68,41,21,18,23,49,22,77,51,15,41,24,71
3/11/2016,22,44,26,20,12,65,63,75,53,56,61,67,76,48,78,27,35,76,34,48,38,76,29,56,73,50,29,89,82,39,55,57,77,19,41,75,30,87,44,25,20,30,51,29,81,45,19,61,22,72
3/12/2016,17,61,38,25,15,51,64,86,44,77,67,65,72,64,75,22,43,86,38,50,47,80,29,59,81,53,19,87,72,42,63,39,73,24,63,79,33,71,41,28,27,32,40,25,78,56,22,48,32,54
3/13/2016,23,59,34,18,26,66,64,92,54,82,86,63,78,64,93,28,36,79,34,51,45,68,22,69,93,48,34,90,76,54,63,43,65,24,67,89,32,95,65,16,17,43,51,29,76,72,32,70,35,58
3/14/2016,13,43,18,10,15,49,47,54,37,56,59,57,64,35,46,21,21,65,28,40,26,62,36,40,49,35,18,54,43,35,54,34,59,18,46,58,13,58,34,16,12,27,39,18,63,45,11,41,14,53
3/15/2016,11,44,24,18,7,56,43,68,42,60,70,64,61,42,71,25,32,76,26,31,21,60,29,48,73,38,20,68,55,51,42,39,54,29,63,61,23,58,37,17,20,31,51,28,67,49,16,34,26,56
3/16/2016,23,46,28,22,15,46,43,75,43,44,60,69,60,54,69,25,34,49,30,51,28,55,29,53,63,46,20,88,50,28,45,42,60,22,35,76,26,72,33,26,21,33,40,18,49,57,20,31,22,46
3/17/2016,19,54,24,24,20,43,54,66,62,58,57,50,73,54,87,19,17,78,29,31,38,75,26,61,76,38,27,88,60,37,39,39,56,17,53,67,27,88,49,23,18,33,48,30,69,53,18,52,22,55
3/18/2016,21,62,37,23,11,62,59,68,50,67,79,64,94,60,93,13,23,85,37,49,37,85,26,41,76,50,26,71,70,49,49,38,64,23,58,65,22,70,43,23,17,48,41,29,69,45,22,32,24,62
3/19/2016,25,53,44,27,21,55,54,82,43,73,59,54,97,65,78,24,31,78,42,40,41,80,39,52,69,32,25,86,73,52,51,52,69,16,56,74,32,90,42,29,21,38,53,28,75,59,18,54,27,63
3/20/2016,25,63,39,18,15,50,64,82,61,89,80,72,99,65,87,25,34,70,41,52,42,78,37,72,80,58,17,101,60,48,68,39,72,16,66,96,31,72,54,27,28,38,46,30,87,56,19,54,24,57
3/21/2016,22,39,21,13,14,55,52,61,40,50,48,69,71,47,53,14,29,59,29,34,36,50,13,54,51,28,16,47,57,37,43,22,47,19,45,51,19,54,35,19,13,33,31,23,44,46,18,37,24,41
3/22/2016,17,52,25,17,20,49,46,56,40,64,61,51,80,56,72,30,22,64,31,39,27,61,25,60,72,39,16,67,56,25,46,42,55,20,51,67,19,64,36,30,23,34,41,25,75,44,25,50,19,53
3/23/2016,19,49,36,20,16,58,49,77,37,70,52,54,73,57,77,22,34,69,23,39,42,65,22,61,64,31,25,64,64,32,44,34,57,19,42,52,23,60,25,24,16,34,30,25,64,53,13,40,18,57
3/24/2016,18,54,30,22,15,58,55,67,52,53,67,51,81,53,74,22,32,75,47,42,36,80,24,64,67,41,15,78,71,31,53,40,56,32,65,66,26,65,31,35,26,33,50,23,61,55,25,43,36,59
3/25/2016,27,61,44,28,18,56,72,74,43,74,63,66,91,48,91,23,17,83,39,49,34,66,25,44,76,51,14,82,64,39,63,47,51,27,49,72,17,60,58,31,24,39,44,32,72,51,16,62,25,55
3/26/2016,22,53,37,12,18,58,49,87,50,74,65,65,86,54,99,35,32,73,38,46,34,75,41,76,83,53,17,72,71,40,52,39,66,29,56,76,23,85,43,26,18,42,50,33,81,57,23,46,32,62
3/27/2016,28,66,37,20,23,62,53,93,58,84,74,83,77,63,107,38,25,86,36,45,38,94,35,60,77,49,26,78,60,53,57,56,72,30,80,77,29,80,51,35,23,36,50,44,100,65,16,57,34,71
3/28/2016,16,39,27,17,12,42,45,66,24,51,45,47,52,49,73,20,23,59,24,39,28,62,24,50,55,29,23,64,58,22,39,44,50,17,52,57,13,71,31,20,10,33,31,20,73,51,9,43,24,36
3/29/2016,22,47,30,16,17,60,57,54,32,60,61,67,78,56,70,26,23,68,44,46,38,68,25,50,84,32,17,80,63,28,66,36,68,20,55,63,31,57,37,22,20,29,38,24,62,47,14,20,31,55
3/30/2016,14,49,21,14,8,37,51,64,45,67,53,55,73,49,73,20,33,63,24,35,27,67,35,56,63,30,18,60,57,32,51,49,60,17,55,60,19,74,42,29,22,34,35,24,61,41,16,39,22,59
3/31/2016,17,57,29,20,20,50,55,85,47,61,54,65,73,42,73,24,33,88,29,54,43,84,23,59,49,51,19,60,63,28,50,32,60,26,53,64,25,73,40,19,24,38,48,26,65,45,11,51,26,64
4/1/2016,32,73,40,26,15,63,66,83,66,84,68,86,95,57,96,18,39,71,60,49,48,77,36,59,76,47,26,85,82,46,58,42,73,27,78,78,37,92,50,27,21,48,50,41,96,59,21,56,28,88
4/2/2016,24,58,28,26,21,78,78,99,59,75,82,77,100,83,80,38,48,107,36,51,58,104,33,73,75,56,21,101,64,41,55,47,82,37,62,99,34,119,56,34,32,46,59,48,82,74,24,62,29,88
4/3/2016,29,85,43,22,17,59,75,106,64,91,87,85,107,75,116,31,42,121,46,67,54,92,39,99,96,71,34,99,92,44,83,55,81,34,91,86,34,103,61,31,28,52,65,33,96,56,19,71,49,68
4/4/2016,18,48,36,18,12,45,47,61,41,75,59,50,70,48,78,20,18,60,24,38,31,82,17,70,58,44,18,60,65,23,44,28,56,16,44,63,28,58,42,34,10,27,48,27,63,38,8,38,23,62
4/5/2016,20,52,32,25,17,51,75,70,64,63,54,60,84,59,104,19,29,81,38,43,34,63,43,64,57,54,12,82,59,36,61,44,62,18,67,79,27,87,38,35,22,34,44,21,77,52,22,49,30,67
4/6/2016,25,67,35,17,26,54,55,70,60,59,61,78,70,54,80,25,24,93,41,50,34,77,26,65,80,44,29,101,73,36,62,43,69,15,57,51,36,80,41,19,28,32,54,33,74,56,25,53,28,55
4/7/2016,18,54,40,25,15,52,73,80,44,83,66,62,82,61,99,33,34,85,43,52,48,87,32,66,94,39,20,101,62,39,64,44,70,26,63,93,37,86,51,31,20,38,56,26,84,70,23,38,35,70
4/8/2016,23,71,50,28,18,65,59,86,63,64,90,75,92,60,92,39,32,102,45,43,51,84,28,72,80,49,27,86,84,31,56,39,74,22,70,77,35,81,50,24,23,42,50,32,99,76,23,41,39,79
4/9/2016,22,68,36,30,12,62,56,97,67,92,66,96,105,91,109,31,42,93,47,61,44,110,29,83,101,54,14,102,76,44,57,66,104,28,89,89,38,85,45,39,24,42,60,42,99,66,13,50,32,69
4/10/2016,36,74,67,21,30,71,78,97,51,95,93,87,90,67,115,19,38,109,55,62,50,105,35,101,97,63,22,122,88,43,70,55,80,28,101,110,30,87,56,28,24,52,70,39,100,85,19,57,43,66
4/11/2016,18,36,33,29,14,57,46,58,47,64,77,57,67,50,86,31,32,66,26,33,33,66,12,48,63,47,16,76,39,32,58,29,54,21,54,80,30,65,35,19,27,41,50,15,67,46,16,50,39,48
4/12/2016,30,55,29,20,14,47,63,82,59,64,59,65,82,48,77,29,27,77,24,39,46,81,23,61,86,46,21,88,74,47,71,37,70,28,68,81,30,71,41,19,24,25,39,29,86,55,11,64,24,54
4/13/2016,24,56,28,20,23,46,47,74,39,74,57,58,82,49,86,24,32,80,39,31,47,64,25,62,74,39,24,72,70,36,57,50,69,22,64,73,35,84,46,25,18,44,41,27,69,60,20,60,22,61
4/14/2016,22,71,38,21,15,74,62,69,52,77,55,62,84,67,87,27,37,108,40,52,34,93,18,60,66,47,27,91,87,39,54,45,86,25,61,79,33,78,49,32,22,31,58,33,73,62,24,45,29,61
4/15/2016,23,60,34,22,24,65,66,77,59,87,79,70,118,58,114,25,34,82,43,56,47,80,29,73,81,41,31,103,82,34,67,64,94,19,64,90,38,73,50,27,25,27,54,29,80,76,17,42,20,72
4/16/2016,22,66,48,27,18,77,62,83,69,85,76,64,98,74,101,29,43,88,50,49,42,108,26,68,91,46,25,97,88,47,58,46,105,23,80,90,27,104,54,27,24,41,62,39,89,63,20,58,23,70
4/17/2016,18,60,39,26,24,72,70,72,68,105,101,95,89,57,113,39,37,91,57,69,48,100,28,71,86,70,31,110,88,59,63,51,78,26,63,96,18,88,57,31,20,46,65,32,103,64,14,69,37,77
4/18/2016,23,45,26,19,14,43,51,43,38,52,56,67,67,45,91,25,27,80,32,41,28,80,17,57,75,45,22,75,59,32,49,31,43,17,56,82,21,64,33,31,15,32,45,25,66,45,18,36,21,62
4/19/2016,23,50,23,22,17,59,63,77,42,51,66,74,75,51,89,38,42,78,30,40,37,75,30,68,86,39,24,75,71,42,52,42,80,21,58,65,29,70,41,34,22,39,65,31,72,69,19,33,35,59
4/20/2016,18,57,43,29,16,51,57,82,56,73,72,67,78,66,79,27,24,86,44,43,37,69,16,65,79,48,32,80,57,35,53,35,66,15,74,57,32,71,46,25,22,52,47,25,83,56,19,63,31,66
4/21/2016,20,60,43,21,21,65,61,89,39,72,69,75,79,63,90,25,35,72,41,42,47,82,30,50,87,54,20,108,83,34,54,48,82,35,79,80,33,83,53,41,27,36,57,30,74,57,28,51,28,64
4/22/2016,22,65,35,23,20,58,57,80,58,85,69,72,98,55,110,31,34,96,41,52,44,84,41,71,104,58,25,112,77,29,68,60,81,25,69,94,20,91,47,32,24,30,55,32,77,79,27,54,26,84
4/23/2016,23,71,44,26,36,80,65,100,55,82,84,74,93,65,92,26,33,105,50,42,54,85,23,74,89,51,23,90,88,48,56,59,76,34,75,102,29,101,48,41,32,46,68,44,87,55,15,67,34,86
4/24/2016,26,56,43,26,27,75,77,101,57,83,83,111,101,87,90,36,32,130,39,57,59,86,38,85,105,56,33,100,75,51,70,50,96,30,72,81,37,77,78,34,19,37,51,36,108,60,27,48,26,72
4/25/2016,15,36,34,18,20,44,52,65,35,55,65,50,66,48,57,16,24,77,17,37,24,81,24,56,64,44,12,69,62,38,54,46,65,18,51,58,25,65,33,26,21,26,45,22,71,48,18,40,26,45
4/26/2016,20,59,32,22,15,70,57,79,53,72,73,64,80,63,91,18,31,84,42,48,50,77,20,64,61,51,28,73,63,50,63,40,65,28,47,75,31,70,54,35,21,34,37,22,72,51,25,54,35,64
4/27/2016,19,62,31,27,20,47,50,68,58,79,62,57,88,58,69,18,24,92,40,49,28,67,24,63,69,50,22,71,63,41,63,39,58,18,55,70,30,69,50,27,14,28,54,22,87,67,24,40,20,55
4/28/2016,21,59,34,20,20,67,63,85,63,84,70,79,79,58,86,19,44,85,38,48,40,78,28,61,75,52,18,85,75,47,56,45,73,43,47,79,36,75,45,31,24,32,57,34,70,58,24,56,35,70
4/29/2016,30,52,32,24,20,62,79,95,64,104,66,77,96,60,90,26,46,112,34,59,41,110,44,75,104,55,24,94,75,38,75,58,82,34,79,84,41,80,45,33,19,34,61,30,94,55,25,64,33,72
4/30/2016,30,65,37,26,20,70,73,100,75,84,75,69,93,61,93,28,39,100,59,67,50,113,41,71,101,52,28,105,73,53,64,36,90,32,87,84,33,95,60,33,28,40,67,33,96,55,29,70,36,72
5/1/2016,30,87,53,22,18,75,75,105,77,90,102,79,110,62,126,30,45,100,49,58,53,107,36,79,99,64,22,114,89,47,75,58,87,34,77,112,35,103,70,43,27,49,60,25,98,75,27,63,44,69
5/2/2016,18,54,30,25,17,53,47,69,44,59,59,44,80,55,72,20,26,65,46,37,31,68,24,50,61,43,12,69,53,32,47,39,57,31,49,62,23,67,41,26,18,41,39,31,87,44,17,50,34,60
5/3/2016,29,67,35,25,21,51,44,74,63,73,69,59,77,56,91,23,30,77,39,44,33,78,33,72,96,46,14,77,61,35,71,40,71,30,65,77,31,82,43,30,24,36,41,38,74,64,15,63,31,77
5/4/2016,24,57,37,20,11,60,71,82,55,77,71,88,90,66,90,35,37,96,40,52,41,71,35,65,75,56,30,113,65,42,50,38,64,30,63,83,32,77,52,30,24,40,45,29,96,66,21,49,25,71
5/5/2016,17,50,59,31,16,62,76,80,50,94,67,75,91,75,100,22,27,93,39,56,39,79,34,86,97,55,21,94,67,34,68,45,67,38,70,89,27,75,57,23,17,45,47,29,84,67,25,60,31,80
5/6/2016,23,85,50,32,21,73,58,103,65,82,88,86,110,71,103,28,33,93,56,44,52,101,39,77,88,61,32,110,88,60,73,52,84,26,87,83,37,97,62,31,35,53,61,31,108,72,22,60,29,72
5/7/2016,23,82,54,24,15,70,76,79,59,90,85,97,125,67,114,43,38,121,56,54,61,99,39,70,117,53,30,111,85,42,52,54,84,25,85,104,38,104,44,38,21,48,48,40,97,65,25,56,33,80
5/8/2016,26,64,49,23,17,74,73,110,72,104,83,90,118,76,104,40,47,131,46,68,46,98,28,83,110,60,28,118,112,64,75,57,66,40,115,108,29,112,65,31,33,51,61,38,113,68,31,64,29,97
5/9/2016,18,49,40,27,14,49,64,64,37,69,57,77,83,51,84,27,20,77,34,25,35,61,29,65,57,47,18,91,51,46,44,35,60,26,75,56,30,70,40,15,20,36,41,33,56,38,24,34,22,62
5/10/2016,29,58,35,29,21,62,62,62,57,78,72,66,92,67,91,24,35,76,43,39,35,78,18,74,81,57,20,94,80,51,64,38,51,22,73,73,38,80,46,28,8,44,63,30,69,60,21,50,31,66
5/11/2016,21,71,39,27,24,76,59,83,55,76,81,81,78,50,85,27,49,87,35,48,37,74,27,64,89,55,25,84,74,33,61,45,71,31,65,64,25,80,42,33,22,45,57,23,90,53,20,58,36,77
5/12/2016,19,68,39,23,26,76,49,90,55,92,73,77,92,63,94,40,42,89,42,47,55,80,38,80,96,63,17,104,76,48,69,31,76,34,88,88,34,81,56,40,27,40,53,34,108,74,16,60,35,65
5/13/2016,26,61,44,25,24,56,66,85,38,85,87,83,105,62,98,31,46,112,53,54,56,93,30,80,74,53,26,103,98,53,70,48,79,40,79,113,44,90,60,35,25,42,67,28,82,60,30,65,48,99
5/14/2016,30,74,32,40,26,84,98,99,63,86,84,105,92,68,109,22,49,120,58,65,46,79,31,77,113,51,20,110,96,64,74,65,82,32,71,89,37,86,52,36,28,52,66,43,103,62,19,65,40,80
5/15/2016,39,65,46,27,24,95,78,100,72,90,88,90,104,72,130,43,47,115,53,69,58,97,40,76,100,67,34,106,94,46,86,52,89,36,88,89,38,104,43,38,27,57,67,39,117,74,27,73,32,81
5/16/2016,13,50,36,24,16,56,52,73,47,63,62,59,81,41,87,18,27,80,41,35,32,88,33,56,63,39,15,70,64,32,53,40,55,22,63,75,27,77,32,26,20,34,48,28,83,41,22,40,20,65
5/17/2016,25,61,34,17,16,43,59,79,69,74,79,58,97,47,83,26,34,75,45,52,29,75,30,64,94,50,15,101,76,43,43,43,60,20,65,79,31,83,40,28,14,40,47,21,78,59,29,58,31,71
5/18/2016,33,51,43,25,20,47,63,86,48,79,74,81,88,72,98,25,45,91,44,44,32,77,35,59,70,43,25,91,77,38,71,40,69,23,86,69,38,88,38,35,34,36,61,35,84,74,26,55,16,74
5/19/2016,26,69,44,19,23,71,65,70,56,82,60,66,107,58,108,29,28,97,42,56,36,98,39,69,89,57,29,114,79,46,66,59,81,33,82,93,33,87,48,24,25,47,46,40,86,67,35,44,26,63
5/20/2016,28,78,46,23,23,58,74,82,61,68,92,72,99,71,109,29,44,87,54,50,65,92,30,89,99,68,22,92,87,41,79,41,67,27,83,98,38,116,69,41,22,44,54,43,116,69,17,61,37,80
5/21/2016,35,65,51,21,22,71,53,88,72,91,73,77,106,68,106,38,43,113,49,63,42,98,34,76,99,57,21,107,66,52,74,48,83,26,71,99,28,88,52,35,22,39,58,34,105,55,28,72,46,79
5/22/2016,32,76,43,29,23,87,69,116,70,111,116,98,106,89,121,35,44,118,60,51,50,119,35,80,118,61,28,125,91,67,85,61,86,36,81,105,44,96,56,35,24,46,67,23,117,76,37,76,43,86
5/23/2016,22,50,36,19,18,49,53,77,38,74,54,58,72,48,88,19,35,66,21,55,29,87,29,53,70,40,23,66,75,42,59,41,55,25,64,83,13,76,39,18,15,37,41,23,75,66,25,48,26,77
5/24/2016,26,62,34,25,13,63,63,73,58,76,61,66,87,53,71,24,30,67,43,50,42,84,23,57,82,49,26,90,76,40,55,37,75,27,80,69,34,78,37,24,21,38,35,27,100,55,24,58,28,62
